cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,codpost,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,wkt,Nivel
200770,20159100,201591,0,1,Argerich 2849,Argerich 2849,Esc. Primaria Común N° 03 Policía Federal Argentina,EPjc 03,C1417,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,17,11,VILLA DEL PARQUE,01 - HOSP ALVAREZ,1,97543.21308,102908.4544,#N/A,Primario Común
200771,20165300,201653,0,1,Avda. Francisco Beiró 4548,Avda. Francisco Beiró 4552,Jardín de Infantes Nucleado D (EPCjc 04/17°) Victoria Ocampo [Sede],JIN D-00 (04),C1419,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,17,11,VILLA DEVOTO,12 - HOSP ZUBIZARRETA,1,95226.14782,102426.5516,#N/A,Inicial Común
200771,20136700,201367,0,1,Avda. Francisco Beiró 4548,Avda. Francisco Beiró 4548,Esc. Primaria Común N° 04 Rafael Ruiz de los Llanos,EPjc 04,C1419,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,17,11,VILLA DEVOTO,12 - HOSP ZUBIZARRETA,1,95226.14782,102426.5516,#N/A,Primario Común
200772,20154402,201544,2,1,Nogoyá 2557,Nogoyá 2557,Jardín de Infantes Nucleado E (EPCjc 05/17°) Juana Manso,JIN E-02 (05),C1417,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,17,11,VILLA DEL PARQUE,10 - HOSP TORNU,1,97877.23946,103382.4405,#N/A,Inicial Común
200772,20016600,200166,0,1,Nogoyá 2557,Nogoyá 2557,Esc. Primaria Común N° 05 Cap. Juan de San Martín y Gómez,EPjc 05,C1417,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,17,11,VILLA DEL PARQUE,10 - HOSP TORNU,1,97877.23946,103382.4405,#N/A,Primario Común
202584,20244000,202440,0,1,Zuviría 6550,Zuviría 6544,Escuela Infantil N° 08/20°,EI 08/20,C1439,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,1,20,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,97296.05909,94979.52174,#N/A,Inicial Común
200773,20136400,201364,0,1,Cnel. Pedro Calderón de la Barca 3073,Cnel. Pedro Calderón de la Barca 3073,Esc. Primaria Común N° 06 Estado de Israel,EPjs 06,C1417,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,17,11,VILLA DEVOTO,11 - HOSP VELEZ SARSFIELD,1,94523.10698,101781.5811,#N/A,Primario Común
201676,20118600,201186,0,2,Cullen 5690,Franklin D. Roosevelt 5678,Inst. Tomás Devoto,I Tomás Devoto,C1431,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,16,12,VILLA URQUIZA,07 - HOSP PIROVANO,1,97114.57684,105904.8126,#N/A,Inicial Común - Primario Común - Secundario Común
200774,20159203,201592,3,1,Juan Agustín García 2755,Juan Agustín García 2755,Jardín de Infantes Nucleado A (EPCjc 07/17°) Alicia Moreau de Justo,JIN A-03 (07),C1416,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,17,11,VILLA SANTA RITA,01 - HOSP ALVAREZ,1,98371.20187,102259.4196,#N/A,Inicial Común
200774,20089200,200892,0,1,Juan Agustín García 2755,Juan Agustín García 2755,Esc. Primaria Común N° 07 República de México,EPjc 07,C1416,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,17,11,VILLA SANTA RITA,01 - HOSP ALVAREZ,1,98371.20187,102259.4196,#N/A,Primario Común
200775,20154403,201544,3,1,Emilio Lamarca 3379,Emilio Lamarca 3379,Jardín de Infantes Nucleado E (EPCjs 08/17° Juana Manso),JIN E-03 (08),C1417,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,17,11,VILLA DEL PARQUE,12 - HOSP ZUBIZARRETA,1,96284.19972,103172.5074,#N/A,Inicial Común
200775,20018100,200181,0,1,Emilio Lamarca 3379,Emilio Lamarca 3379,Esc. Primaria Común N° 08 Alte. Manuel Blanco Encalada,EPjc 08,C1417,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,17,11,VILLA DEL PARQUE,12 - HOSP ZUBIZARRETA,1,96284.19972,103172.5074,#N/A,Primario Común
200777,20159200,201592,0,1,Helguera 2435,Helguera 2435,Jardín de Infantes Nucleado A (EPCjs 10/17°) Alicia Moreau de Justo) [Sede],JIN A-00 (10),C1417,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,17,11,VILLA DEL PARQUE,01 - HOSP ALVAREZ,1,97607.19937,102551.4517,#N/A,Inicial Común
200777,20016700,200167,0,1,Helguera 2435,Helguera 2435,Esc. Primaria Común N° 10 Jose Ernesto Galloni,EPjs 10,C1417,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,17,11,VILLA DEL PARQUE,01 - HOSP ALVAREZ,1,97607.19937,102551.4517,#N/A,Primario Común
201864,20244200,202442,0,1,Lacarra 1151 y Avda. Francisco Bilbao,Lacarra 1151,Esc. de Educación Media N° 02/13°,EEM 02/13,C1407,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,1,13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,1,98755.15523,98282.07449,#N/A,Secundario Común
200926,20227200,202272,0,1,Pilar y Bragado,Pilar 1798,Escuela Infantil N° 06/20° Juan Francisco Salaberry,EI 06/20,C1440,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,1,20,9,MATADEROS,09 - HOSP SANTOJANNI,1,96015.93854,97081.51787,#N/A,Inicial Común
200024,20050900,200509,0,1,Avda. del Libertador 238,Avda. del Libertador 238,Esc. Técnica N° 12 Libertador Gral. José de San Martín,ET 12,C1001,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,1,1,1,RETIRO,04 - HOSP FERNANDEZ,1,107839.2425,104189.624,#N/A,Secundario Común
201658,20200702,202007,2,1,Avda. Monroe 5352,Avda. Monroe 5354,Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,CFP 10 SEC (a),C1431,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,1,15,12,VILLA URQUIZA,10 - HOSP TORNU,1,97603.59135,105972.5183,#N/A,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200930,20200705,202007,5,1,Avda. Emilio Castro 6603,Avda. Emilio Castro 6603/21,Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,CFP 10 SEC (a),C1408,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,1,20,9,LINIERS,09 - HOSP SANTOJANNI,1,95315.94813,97634.5473,#N/A,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200931,20202103,202021,3,1,Avda. Emilio Castro 7680,Avda. Emilio Castro 7680,Centro de Formación Profesional N° 11 (anexo) - SAME,CFP 11 SAME (a),C1408,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,1,20,9,MATADEROS,09 - HOSP SANTOJANNI,1,94332.00344,97034.71979,#N/A,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200946,20027400,200274,0,1,Cafayate 5115,Cafayate 5115,Jardín de Infantes Integral N° 12/21°,JII 12/21,C1439,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,1,21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,99569.06534,93756.57819,#N/A,Inicial Común
200946,20112500,201125,0,1,Cafayate 5115,Cafayate 5115,Esc. Primaria Común N° 01 Concejal Alberto Salvatori,EPjc 01,C1439,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,99569.06534,93756.57819,#N/A,Primario Común
200689,20243500,202435,0,1,Boyacá 2152,Boyacá 2152,Esc. de Educación Media N° 02/14° Argentinos Juniors,EEM 02/14,C1416,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,1,14,11,VILLA GRAL. MITRE,01 - HOSP ALVAREZ,1,99141.24892,102623.2805,#N/A,Secundario Común
202446,20286200,202862,0,2,Mariano Acosta 2920,Mariano Acosta 2920,Inst. Superior Ntra. Sra. de Fátima,I Sup Ntra Sra de Fátima,C1437,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,19,8,VILLA SOLDATI,06 - HOSP PIÑERO,1,101260.8437,96629.13864,#N/A,Superior No Universitario Común
200213,20184544,201845,44,1,Suárez 421,Suárez 421,"Centro de Alfabetización, Educación Básica y Trabajo N° 38",CAEByT 38,C1162,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,1,4,4,BOCA,02 - HOSP ARGERICH,1,109496.8721,99373.69988,#N/A,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
202588,20159804,201598,4,1,Villa 15 Avda. Piedra Buena y Avda. Argentina Mza. 26 Casa 24,Villa 15 Avda. Piedra Buena y Avda. Argentina Mza. 26 Casa 24,Centro Educativo de Nivel Primario N° 02,CENP 2,C1439,PriAdu,Nivel Primario de Jóvenes y Adultos,CENP,Centro Educativo de Nivel Primario,Dirección de Educación del Adulto y del Adolescente,1,20,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,97275.73534,95212.80997,#N/A,Primario de Jóvenes y Adultos
201621,20049300,200493,0,2,Avda. del Campo 1653,Avda. del Campo 1653,Inst. Carolina E. de Martínez,I C de Martínez,C1427,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,14,15,VILLA ORTUZAR,10 - HOSP TORNU,1,99292.4383,104676.2857,#N/A,Inicial Común - Primario Común - Secundario Común
200005,20178700,201787,0,1,Rodríguez Peña 747,Rodríguez Peña 747,Instituto de Formación Técnica Superior N° 05,IFTS 05,C1020,SNUCom - OSEAdu,Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,IFTS,Instituto de Formación Técnica Superior,Dirección de Educación Técnica Superior,1,1,1,SAN NICOLAS,08 - HOSP RAMOS MEJIA,1,106550.4026,103250.0761,#N/A,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
201700,20019800,200198,0,2,Helguera 3071,Helguera 3071,Inst. Schiller,I Schiller,C1417,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,17,11,VILLA DEL PARQUE,12 - HOSP ZUBIZARRETA,1,97170.64258,103191.8524,#N/A,Inicial Común - Primario Común - Secundario Común
201766,20067200,200672,0,2,Aquino 5654,Aquino 5654,Colegio San Martín de los Andes,Col S M de los Andes,C1439,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,21,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,98671.49129,94944.95905,#N/A,Inicial Común - Primario Común - Secundario Común
200029,20302815,203028,15,1,Avda. Córdoba 1951,Avda. Córdoba 1951,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 21,CV Folk 21,1428,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,1,1,2,RECOLETA,04 - HOSP FERNANDEZ,1,106199.3999,103348.0909,#N/A,Otros Servicios Educativos de la modalidad Común
200026,20302700,203027,0,1,Esmeralda 285,Esmeralda 285,Esc. Superior de Educación Artística en Danza Aída Victoria Mastrazzi,ESEA A V Mastrazzi,C1035,SecCom - SNUCom - OSECom,Nivel Secundario Común - Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,1,1,1,SAN NICOLAS,02 - HOSP ARGERICH,1,107777.4052,102743.0246,#N/A,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común
200327,20169300,201693,0,1,Deán Funes 1821,Deán Funes 1821,Esc. Normal Superior N° 11 Dr. Ricardo Levene,ENS 11 R Levene,C1244,IniCom - PriCom - SecCom - SNUCom,"Nivel Inicial, Primario, Secundario y Superior No Universitario Común",ENS,Escuela Normal Superior,Dirección de Escuelas Normales Superiores,1,6,4,PARQUE PATRICIOS,05 - HOSP PENNA,1,105302.2308,99737.1282,#N/A,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común
200596,20030200,200302,0,1,Dr. Juan Felipe Aranguren 2400,Dr. Juan Felipe Aranguren 2400,Esc. Primaria Común N° 15 Cnel. C. T. Sourigues,EPjc 15,C1406,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,12,7,FLORES,01 - HOSP ALVAREZ,1,99795.16518,100725.3597,#N/A,Primario Común
200596,20197900,201979,0,1,Dr. Juan Felipe Aranguren 2400,Dr. Juan Felipe Aranguren 2400,CENOF Centro Aranguren,CENOF Aranguren,C1406,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,1,12,7,FLORES,01 - HOSP ALVAREZ,2,99795.16518,100725.3597,#N/A,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
200597,20120101,201201,1,1,Bahía Blanca 1551,Bahía Blanca 1551,Jardín de Infantes Nucleado C (EPCjc 16/12°),JIN C-01 (16),C1407,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,12,10,FLORESTA,11 - HOSP VELEZ SARSFIELD,1,97417.13545,101118.4595,#N/A,Inicial Común
200597,20041300,200413,0,1,Bahía Blanca 1551,Bahía Blanca 1551,Esc. Primaria Común N° 16 Ernesto Alejandro Bavio,EPjc 16,C1407,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,12,10,FLORESTA,11 - HOSP VELEZ SARSFIELD,1,97417.13545,101118.4595,#N/A,Primario Común
200598,20120102,201201,2,1,Alejandro Magariños Cervantes 2865,Alejandro Magariños Cervantes 2865,Jardín de Infantes Nucleado C (EPCjs 17/12°),JIN C-02 (17),C1416,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,12,11,VILLA SANTA RITA,01 - HOSP ALVAREZ,1,98470.18684,101854.4154,#N/A,Inicial Común
200598,20100800,201008,0,1,Alejandro Magariños Cervantes 2865,Alejandro Magariños Cervantes 2865,Esc. Primaria Común N° 17 Casilda Igarzabal de Rodríguez Peña,EPjs 17,C1416,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,12,11,VILLA SANTA RITA,01 - HOSP ALVAREZ,1,98470.18684,101854.4154,#N/A,Primario Común
200598,20280700,202807,0,1,Alejandro Magariños Cervantes 2865,Alejandro Magariños Cervantes 2865,Centro Educativo Complementario de Idiomas Extranjeros N° 23,CECIE 23,C1416,OSECom,Otros Servicios Educativos de la modalidad Común,CECDIE,Centro Educativo Complementario de Idioma Extranjero,Dirección de Educación Primaria,1,12,11,VILLA SANTA RITA,01 - HOSP ALVAREZ,1,98470.18684,101854.4154,#N/A,Otros Servicios Educativos de la modalidad Común
201208,20074800,200748,0,2,Avda. San Juan 983,Avda. San Juan 983,Colegio Esteban Echeverría,Col E Echeverría,C1147,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,3,1,CONSTITUCION,02 - HOSP ARGERICH,1,107638.0875,100856.3937,#N/A,Inicial Común - Primario Común - Secundario Común
201231,20028700,200287,0,2,Sarandí 735,Sarandí 735,Inst. Euskal-Echea,I Euskal-Echea,C1222,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,3,3,BALVANERA,08 - HOSP RAMOS MEJIA,1,106242.3168,101351.0889,#N/A,Inicial Común - Primario Común - Secundario Común
200640,20055404,200554,4,1,Avda. Bruix 4620,Avda. Bruix 4620,Jardín de Infantes Nucleado D (EPCjc 24/13°),JIN D-04 (24),C1407,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,1,13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,1,97454.01188,98159.45759,#N/A,Inicial Común
201268,20170100,201701,0,2,Avda. Entre Ríos 1974,Avda. Entre Ríos 1974 / 76,Inst. Prebístero Manuel Alberti,I Prebístero Manuel Alberti,C1133,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,5,1,CONSTITUCION,05 - HOSP PENNA,1,106619.5239,99836.30525,#N/A,Secundario Común - Secundario de Jóvenes y Adultos
201206,20114900,201149,0,2,Avda. Independencia 2140,Avda. Independencia 2140,Inst. Ntra. Sra. del Huerto,I Ntra Sra del Huerto,C1225,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,3,3,SAN CRISTOBAL,08 - HOSP RAMOS MEJIA,1,106067.9292,101233.0455,#N/A,Inicial Común - Primario Común - Secundario Común
201213,20074900,200749,0,2,Carlos Calvo 922,Carlos Calvo 922,Inst. Jesús María de San Vicente de Paul,I Jesús María de San Vicente de Paul,C1102,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,3,1,CONSTITUCION,02 - HOSP ARGERICH,1,107675.3339,101094.0286,#N/A,Inicial Común - Primario Común - Secundario Común
201232,20065000,200650,0,2,Solís 252,Solís 252,Colegio Don Bosco,Col Don Bosco,C1078,PriCom - SecCom,Nivel Primario y Secundario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,3,1,MONTSERRAT,08 - HOSP RAMOS MEJIA,1,106645.3504,101964.072,#N/A,Primario Común - Secundario Común
202153,20276100,202761,0,2,Avda. Directorio 486,Avda. Directorio 486,Escuela Infantil Mi pequeño Sol,EI Mi Pequeño Sol,C1424,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,8,7,PARQUE CHACABUCO,03 - HOSP DURAND,1,102687.3351,100173.313,#N/A,Otros Servicios Educativos de la modalidad Común
200496,20158301,201583,1,1,Cuba 2039,Cuba 2039,Jardín de Infantes Común N° 03/10° anexo,JIC 03/10 a,C1428,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,100784.4722,107576.3187,#N/A,Inicial Común
200755,20046300,200463,0,1,Vallejos 2555,Vallejos 2555,Esc. Primaria Común N° 17 Gregoria Matorras y del Ser de San Martin,EPjc 17,C1419,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,16,12,VILLA PUEYRREDON,12 - HOSP ZUBIZARRETA,1,96864.28499,104933.4832,#N/A,Primario Común
201102,20237300,202373,0,2,Larrea 1208,Larrea 1208,Jardín de Los Robles,J de los Robles,C1117,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,1,2,RECOLETA,04 - HOSP FERNANDEZ,1,105683.5689,104010.7718,#N/A,Inicial Común
201777,20237400,202374,0,2,Moliere 760,Moliere 760,Girasoles Escuela Activa,Girasoles Escuela Activa,C1407,IniCom - PriCom,Nivel Inicial y Primario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,18,10,VILLA LURO,11 - HOSP VELEZ SARSFIELD,1,96045.75463,99765.45105,#N/A,Inicial Común - Primario Común
200220,29000500,290005,0,1,Bolívar 263,Bolívar 263,Colegio Nacional de Buenos Aires,Col Nacional Buenos Aires,C1066,SecCom,Nivel Secundario Común,,No Corresponde - Gob Nac,,0,4,1,MONTSERRAT,02 - HOSP ARGERICH,1,108169.0247,102076.7547,#N/A,Secundario Común
201841,20117300,201173,0,1,Gallo 238,Gallo 238,Conservatorio Superior de Música Manuel de Falla,CS de Música M de Falla,C1172,SNUCom - OSECom,Nivel Superior No Universitario Común y Otros Servicios Educativos de la modalidad Común,,No Corresponde - Cultura,,3,2,5,ALMAGRO,08 - HOSP RAMOS MEJIA,1,104494.7351,102647.8486,#N/A,Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común
200639,20139400,201394,0,1,Echeandía 5650,Echeandía 5650,Esc. Primaria Común N° 22 Santa María de los Buenos Aires,EPjs 22,C1439,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,1,13,8,VILLA LUGANO,09 - HOSP SANTOJANNI,1,97897.92488,95883.4387,#N/A,Primario Común
200640,20116800,201168,0,1,Avda. Bruix 4620,Avda. Bruix 4620,Esc. Primaria Común N° 24 Sara de Elia de Giménez,EPjc 24,C1407,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,1,97454.01188,98159.45759,#N/A,Primario Común
200640,20216600,202166,0,1,Avda. Bruix 4620,Avda. Bruix 4620,Centro Educativo Complementario de Idiomas Extranjeros N° 13 Martin Luther King,CECIE 13,C1407,OSECom,Otros Servicios Educativos de la modalidad Común,CECDIE,Centro Educativo Complementario de Idioma Extranjero,Dirección de Educación Primaria,1,13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,1,97454.01188,98159.45759,#N/A,Otros Servicios Educativos de la modalidad Común
200641,20093000,200930,0,1,Acassuso 5860,Acassuso 5860,Esc. de Comercio N° 32 José León Suarez (sede),EC 32 (s),C1408,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,1,13,9,LINIERS,09 - HOSP SANTOJANNI,1,95792.98965,98399.52737,#N/A,Secundario Común
200642,20094400,200944,0,1,Murguiondo 1568,Murguiondo 1568,Liceo N° 08 Esteban Echeverría,Lic 08,C1440,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,LIC,Liceo,Dirección de Educación Media,1,13,9,MATADEROS,09 - HOSP SANTOJANNI,1,96111.95389,97402.5139,#N/A,Secundario Común - Secundario de Jóvenes y Adultos
200949,20028600,200286,0,1,Avda. Riestra 5030,Avda. Riestra 5030,Esc. de Educacion Media N° 04/21°,EEM 04/21,C1439,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,1,21,8,VILLA LUGANO,06 - HOSP PIÑERO,1,99395.93024,95316.37564,#N/A,Secundario Común
200527,20041400,200414,0,1,Avda. Crámer 2136,Avda. Crámer 2136,Esc. de Educacion Media N° 05/10° Héroes de Malvinas,EEM 05/10,C1428,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,1,10,13,BELGRANO,07 - HOSP PIROVANO,1,100086.4439,107225.348,#N/A,Secundario Común
202662,20303200,203032,0,1,Avda. Juan Bautista Alberdi 4139,Avda. Juan Bautista Alberdi 4139,Esc. Superior de Educación Artística en Artes Visuales Rogelio Yrurtia,ESEA R Yrurtia,1407,SecCom - SNUCom - OSECom,Nivel Secundario Común - Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,1,13,10,VELEZ SARSFIELD,06 - HOSP PIÑERO,1,98054.03538,98942.50237,#N/A,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común
200106,20302810,203028,10,1,Bulnes 45,Bulnes 45,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 10,CV Folk 10,1176,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,1,2,5,ALMAGRO,08 - HOSP RAMOS MEJIA,1,104059.3077,102143.1807,#N/A,Otros Servicios Educativos de la modalidad Común
200647,20064900,200649,0,1,Avda. Tte. Gral. Dellepiane y Avda. Escalada,Avda. Escalada 2890,Esc. de Comercio N° 06 América,EC 06,C1439,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,1,13,8,VILLA LUGANO,06 - HOSP PIÑERO,1,99211.40396,96269.75843,#N/A,Secundario Común
200528,20124700,201247,0,1,Avda. del Libertador 8635,Avda. del Libertador 8635 / 51,Esc. Técnicas Raggio,ET Raggio,C1429,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,1,10,13,NUÑEZ,07 - HOSP PIROVANO,1,99670.56804,110375.3657,#N/A,Secundario Común
202164,20159866,201598,66,1,White 2247,White 2247,Centro Educativo de Nivel Primario N° 43 - Virgen Caacupé,CENP 43,C1407,PriAdu,Nivel Primario de Jóvenes y Adultos,CENP,Centro Educativo de Nivel Primario,Dirección de Educación del Adulto y del Adolescente,1,13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,1,99000.78898,96825.67473,#N/A,Primario de Jóvenes y Adultos
201061,20238000,202380,0,2,Paraguay 1867,Paraguay 1867,Vatel Escuela Internacional en Administración Hotelera y Turística,Vatel,C1005,SNUCom,Nivel Superior No Universitario Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,1,1,2,RECOLETA,04 - HOSP FERNANDEZ,1,106288.9681,103448.8562,#N/A,Superior No Universitario Común
200657,20051900,200519,0,1,Otero 271,Otero 271,Esc. Primaria Común N° 01 Rubén Darío,EPjc 01,C1427,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,1,14,15,CHACARITA,10 - HOSP TORNU,1,100914.3295,104120.313,#N/A,Primario Común
